,m/z,rt,sn,score,peak area
503,369.275,11.51,0.964,2,146446.05004882812
504,369.3636,16.45,3.625,3,326824.3803304036
505,369.4227,16.5,1.667,1,157664.04679361978
506,370.2511,6.79,1.703,3,118523.85904947916
507,370.3844,17.08,13.545,2,3750019.9163411455
508,370.3844,17.26,0.0,1,4185378.6649576817
509,370.3844,17.38,0.0,1,4187201.0709635415
510,371.215,4.77,0.864,3,502086.2150065104
511,371.215,5.23,0.883,2,105327.88118489583
512,371.2299,5.68,0.96,1,138220.52652994794
513,371.2299,6.12,0.951,3,131289.17740885416
514,371.319,16.82,2.196,1,764944.6208089193
515,371.319,16.95,3.033,3,1318795.696126302
516,371.319,17.07,0.0,1,1375240.3103841145
517,371.3784,17.08,6.585,3,873560.3701171875
518,371.3784,17.2,1.789,2,949798.6936848956
519,372.2558,4.93,2.67,3,147459.05843098956
520,373.2399,9.12,0.898,2,203935.2969970703
521,373.2399,9.44,0.913,3,114815.8068033854
522,373.2399,9.57,0.892,1,173514.17285156247
523,373.2399,9.86,0.96,3,270131.6825358073
524,375.2158,6.09,1.095,2,293355.0323893229
525,375.2308,7.23,1.057,3,788587.7856852214
526,375.2308,8.16,0.768,1,466551.2501627604
527,375.2308,8.37,0.816,2,127918.97460937499
528,375.2308,8.5,0.922,1,320936.41621907544
529,375.2458,7.97,2.822,3,1567302.0364583333
530,375.2458,9.36,1.06,3,122263.10009765625
531,375.2458,9.76,0.962,3,283810.4674479167
532,375.2458,10.06,0.989,2,215978.89632161456
533,375.2608,11.98,1.329,3,156644.20377604166
534,376.2377,7.96,2.275,2,373949.6962890625
535,376.2377,8.08,0.0,3,518948.3756510416
536,376.2678,14.59,3.841,3,661255.8032633463
537,376.2678,14.72,1.707,3,836823.3364257811
538,376.3431,16.53,4.732,3,4957469.825520834
539,376.3431,16.66,2.078,2,6279297.924479166
540,376.3431,16.79,5.401,2,6563928.300252277
541,377.2172,5.72,1.048,3,382981.41971842444
542,377.2172,6.01,1.092,3,133828.03080240884
543,377.2323,8.13,0.919,2,178810.1027018229
544,377.2323,15.14,0.0,1,125290.02864583333
545,377.2474,9.04,1.016,1,145609.11083984375
546,377.2625,10.58,0.853,1,113121.724609375
547,377.2625,10.76,0.819,3,247374.38525390625
548,377.2625,10.99,1.063,1,216098.064453125
549,377.2625,11.18,0.966,2,124236.04134114583
550,377.2775,11.73,0.937,1,111015.82336425781
551,377.2775,11.87,0.929,1,125574.220703125
552,377.2775,12.06,0.831,3,100473.82177734375
553,377.3228,14.66,1.482,2,160013.97546386716
554,377.3379,16.65,0.553,3,126619.0413411458
555,378.3505,16.51,0.0,2,145422.91487630206
556,379.2141,5.5,1.165,2,100135.14453125
557,379.2445,7.65,0.836,2,654651.1881103514
558,379.2445,8.31,0.942,3,105299.79174804688
559,379.2596,9.4,0.885,2,476667.7102050781
560,379.2596,9.82,0.952,3,191459.69559733072
561,379.2596,10.01,0.992,2,230873.03564453125
562,379.2748,11.02,0.847,3,262519.3654785156
563,379.29,11.52,0.824,3,229921.4931640625
564,379.29,11.85,0.88,2,655396.1030273435
565,379.29,12.46,1.075,2,314795.794555664
566,379.29,12.77,0.907,2,229250.3196614583
567,380.3382,14.69,0.0,3,148399.14794921875
568,381.2369,6.13,1.025,1,774742.9307861328
569,381.2369,6.78,0.934,1,484440.6334635416
570,381.2521,8.06,0.814,2,158576.0257161458
571,381.2521,8.22,0.909,2,188797.2405598958
572,381.2826,11.52,0.913,1,185682.08166503906
573,381.2826,11.71,0.964,2,108905.43782552081
574,381.2979,16.52,10.953,2,5971110.476481119
575,381.2979,16.66,2.084,1,6514551.165445963
576,381.2979,16.79,0.0,2,6906600.41003418
577,382.3058,16.53,5.251,1,1145312.7565104165
578,382.3058,16.69,0.0,3,1462195.2244466143
579,382.3364,13.07,0.0,2,185328.3497721354
580,383.2244,5.07,0.981,1,191388.6380208333
581,383.2398,5.79,0.942,1,167780.5675455729
582,383.2398,5.94,0.799,3,813802.6243896483
583,383.2704,9.52,0.941,1,106978.1318359375
584,383.2704,9.85,0.917,1,185711.9847005208
585,383.2704,10.04,0.911,1,489079.97823079425
586,383.2704,10.45,0.86,3,673734.4925130208
587,383.2857,11.22,0.946,1,966166.8714192706
588,383.2857,11.91,0.884,1,103006.4326171875
589,383.2857,12.13,0.909,1,154690.7999674479
590,383.3011,16.52,2.36,1,142179.39046223956
591,384.2682,8.02,1.071,2,357221.2546386719
592,384.2682,8.29,0.869,1,465594.55664062494
593,384.2836,7.59,0.859,3,162733.91206868488
594,384.2989,7.15,0.919,3,2231635.991861979
595,384.2989,7.32,2.103,2,1922053.2249348955
596,384.2989,7.44,2.979,3,2231635.991861979
597,385.0683,8.84,0.963,3,116560.75130208331
598,385.2223,4.87,0.789,3,353052.20800781244
599,385.2378,5.61,0.986,3,363309.2779947917
600,385.2378,6.2,1.012,2,246626.9142252604
601,385.2378,6.44,1.005,1,183692.46875
602,385.2686,7.46,1.307,3,134104.9141031901
603,385.2686,10.62,0.986,2,190763.37951660156
604,385.2686,11.05,1.032,1,198357.85791015622
605,385.284,7.26,1.087,2,399584.0240885416
606,385.3456,15.03,1.245,3,112321.3058268229
607,385.3456,15.65,2.036,2,445509.3362630209
608,385.3456,15.76,1.893,1,572492.7516276041
609,387.0603,8.79,0.0,3,227713.47884114584
610,387.0758,5.94,0.0,2,201265.75179036456
611,387.2307,8.85,0.883,3,130120.40734863281
612,387.2462,7.96,1.029,3,101600.44384765625
613,387.2462,8.24,0.936,3,196548.9523111979
614,387.2462,8.49,1.003,3,155447.42932128906
615,387.2462,8.64,1.024,3,145179.72098795572
616,387.2462,9.02,0.973,2,310177.21390787757
617,387.2617,9.91,1.056,2,172715.75557454425
618,387.2617,10.47,0.855,2,146806.734375
619,387.2617,10.63,1.069,3,419690.05517578125
620,387.2617,11.21,1.024,2,224454.54581705725
621,388.2543,4.24,4.911,3,644248.9818522134
622,388.2543,4.36,0.0,3,710374.5494791666
623,388.3475,16.81,1.703,1,131716.78735351562
624,389.2339,7.06,0.599,1,177516.99055989584
625,389.2651,10.79,0.872,1,112092.93623860677
626,389.2651,11.0,0.891,2,182459.43033854166
627,389.2651,11.18,1.006,3,134437.82421875
628,389.2651,11.32,0.971,1,141729.0460611979
629,389.2651,11.48,0.933,2,115532.65555826822
630,389.2806,12.44,1.071,3,150750.4475911458
631,389.2806,12.66,1.379,3,212983.02628580725
632,389.2806,12.86,0.919,2,156997.59427897137
633,391.1849,4.77,0.0,2,251979.5537923177
634,391.2319,6.7,1.0,2,583926.1540120443
635,391.2475,8.42,0.949,1,117435.57299804688
636,391.2475,8.63,0.915,3,493511.6233317057
637,391.2475,9.11,0.971,2,427056.6612955729
638,393.2558,8.59,0.898,2,336766.3772379557
639,393.2558,9.1,0.964,2,102960.68929036458
640,393.2715,9.93,0.88,1,1522182.3349609375
641,393.2715,11.18,0.993,3,175155.47424316406
642,393.303,12.85,1.132,1,765839.0009358723
643,393.303,16.81,2.242,3,362036.8803304036
644,394.3427,15.55,4.14,1,378337.2659505208
645,394.3427,15.67,0.0,1,417970.877360026
646,395.2428,6.22,0.926,1,116651.87284342447
647,395.2428,6.37,0.971,2,194017.095703125
648,395.2428,6.55,0.898,3,106126.61409505208
649,395.2428,6.68,0.94,1,479620.86319986975
650,395.2428,7.18,0.901,1,186153.3971354167
651,395.2586,8.25,0.921,2,131401.4405924479
652,395.2586,8.54,0.934,2,301628.96370442706
653,395.2744,9.27,0.853,2,1115802.4927978516
654,395.2744,10.15,0.672,1,207275.57946777344
655,395.2744,10.35,0.925,1,580837.484375
656,395.2744,10.73,1.0,1,113183.9405924479
657,395.2902,11.46,1.007,3,1095315.0919596353
658,395.306,13.22,0.935,2,125223.71777343749
659,395.306,16.73,7.688,3,786823.2466227214
660,395.306,16.85,1.225,3,810889.0380859374
661,395.3218,13.03,1.102,3,109768.64412434897
662,396.3193,16.72,0.0,2,166640.14729817706
663,396.3985,17.21,7.25,2,1539249.6761067708
664,396.3985,17.36,2.183,1,1890700.5944417317
665,396.3985,17.48,2.158,1,1917011.335571289
666,397.2239,4.95,0.891,1,291084.0079752604
667,397.2398,5.7,1.042,2,219247.31111653644
668,397.2398,6.04,0.922,3,101405.75138346355
669,397.2557,7.13,0.925,2,788910.840657552
670,397.2557,7.81,0.964,1,134899.56380208334
671,397.2557,7.99,0.948,2,139124.18001302084
672,397.2557,8.32,0.999,3,143700.81001790363
673,397.2716,8.91,0.88,2,110637.64241536458
674,397.2716,9.3,0.949,1,920542.3367513022
675,397.2716,10.06,0.874,2,117217.56416829427
676,397.2716,16.53,0.0,3,112691.8898111979
677,397.2875,10.88,0.891,2,977493.9723714192
678,397.2875,11.81,0.799,1,145275.60546875
679,397.2875,12.01,0.987,2,182741.8251953125
680,397.3033,13.11,0.718,2,269887.21618652344
681,397.3987,17.21,3.355,2,363789.4208984375
682,397.3987,17.33,0.0,3,421673.33740234375
683,398.2739,6.21,1.154,1,648006.6731363932
684,398.2739,6.34,2.244,1,613908.864095052
685,398.2739,6.46,1.758,3,648006.6731363932
686,398.3058,8.78,1.016,2,560016.7469075521
687,398.3058,8.95,2.336,1,545085.4609375
688,398.3377,13.99,1.799,1,1574850.4225260417
689,398.3377,14.11,2.589,3,1273569.071940104
690,398.3377,14.26,1.908,2,1399365.5249837239
691,398.3377,14.4,1.834,2,1606930.8199869792
692,399.2469,5.52,0.955,1,116078.81038411456
693,399.2469,5.64,0.912,2,106597.51920572916
694,399.2469,5.98,0.794,1,295918.943766276
695,399.2469,6.51,0.954,3,185659.6531575521
696,399.2469,12.76,5.04,3,2996833.8307291665
697,399.2629,7.57,1.031,1,114787.08610026042
698,399.2629,7.77,0.968,1,398206.68505859375
699,399.2629,8.17,0.946,1,127110.31734212239
700,399.2629,8.3,0.973,3,138060.013671875
701,399.2629,12.91,0.763,1,732947.3170572916
702,399.2788,8.61,0.936,3,196495.97233072916
703,399.2788,8.77,0.818,1,179415.6533203125
704,399.2788,8.94,0.923,3,258896.3255208333
705,399.2788,9.57,0.869,1,240778.53873697916
706,399.2788,9.96,0.999,3,1674813.6062011719
707,399.2948,11.85,1.106,3,179765.0001627604
708,399.2948,12.06,0.884,3,283046.8741455078
709,399.3267,14.2,0.844,3,100709.27083333331
710,399.3587,15.4,0.87,2,225123.296875
711,399.3747,15.21,2.246,3,571335.583984375
712,400.2542,12.76,3.966,2,571357.6565755209
713,400.3663,15.21,2.082,2,154994.34232584634
714,401.216,11.7,1.714,2,331560.0296223958
715,401.2641,9.84,0.889,3,123971.65445963542
716,401.2641,9.99,1.015,2,146904.9676106771
717,401.2641,11.99,0.986,1,134344.8216145833
718,401.2802,10.95,0.874,2,150155.19897460938
719,401.2802,11.1,0.902,3,133242.90983072916
720,401.2802,11.3,1.09,3,132503.4108072917
721,401.2802,11.43,1.028,1,213280.10986328125
722,401.2802,11.67,1.209,2,211549.66455078125
723,402.3409,16.53,3.202,3,220331.59244791666
724,403.227,6.21,0.614,1,239331.66027832028
725,403.227,6.36,1.007,3,315759.51078287757
726,403.2432,6.78,0.88,3,128938.86230468749
727,403.2593,8.86,1.028,1,335060.69616699213
728,403.2593,9.29,1.044,3,453218.3109130859
729,403.2593,9.7,0.904,2,796972.3637288411
730,403.2593,10.47,0.942,3,121229.31416829425
731,403.2593,10.61,0.955,3,159180.42138671875
732,403.2754,11.14,0.956,1,213287.86889648438
733,403.2754,11.63,1.008,2,100917.55940755208
734,405.2158,4.84,1.503,2,136156.1985677083
735,405.2644,9.36,0.922,1,726655.2909749348
736,405.2644,10.1,0.955,2,299776.9174804687
737,405.2644,10.44,0.859,2,102564.14029947917
738,405.2644,10.71,0.926,2,125131.77298990884
739,405.2806,11.25,0.993,3,330004.13749186194
740,405.2968,12.54,0.898,3,199894.7434895833
741,407.2306,16.58,0.0,2,134992.47932942706
742,407.2632,8.53,0.977,3,121441.20576985678
743,407.2632,8.94,1.013,1,181306.65397135416
744,407.2795,9.74,0.84,1,609008.5551757811
745,407.2795,10.28,0.917,1,1219754.7690429685
746,407.2957,11.89,0.841,1,299997.4643554687
747,409.2554,6.9,0.788,1,764993.5600585936
748,409.2554,7.68,0.873,3,121029.62825520833
749,409.2554,7.81,0.914,2,170379.75374348956
750,409.2718,8.4,0.915,1,223733.91190592447
751,409.2718,8.85,0.974,3,710690.1622721354
752,409.2718,9.49,0.984,2,178269.0333658854
753,409.2882,10.25,1.046,2,126622.71223958333
754,409.2882,10.37,0.82,1,750135.2783203124
755,409.2882,10.98,1.002,3,197883.3564453125
756,410.3701,14.84,2.066,3,551173.8277994791
757,410.3701,14.96,1.93,3,751234.7799886067
758,410.3701,15.08,1.005,3,145799.4650065104
759,411.241,5.75,0.986,1,145724.74918619794
760,411.2574,7.33,0.922,2,130100.80615234374
761,411.2739,8.17,0.966,2,121786.20198567708
762,411.2739,8.29,0.777,2,1819947.5952148438
763,411.2739,9.65,0.97,3,433065.80798339844
764,411.2903,10.39,0.875,3,1177598.1730957031
765,411.3068,12.3,0.964,1,150641.6326904297
766,411.3068,12.44,0.926,2,348385.49267578125
767,411.3068,12.79,0.94,2,187576.35237630206
768,411.3068,13.03,0.935,3,210934.83056640625
769,411.3232,14.03,1.034,1,224173.6348470052
770,411.3726,14.83,1.471,1,142263.1209716797
771,412.3941,14.84,2.596,3,202050.53951009113
772,412.3941,15.61,3.938,3,1147834.1953531902
773,412.3941,15.73,2.226,1,1373760.947347005
774,412.3941,15.87,0.0,2,1524879.2823486328
775,413.2527,6.08,0.911,3,160628.17964680988
776,413.2692,7.36,0.961,1,509710.4573567708
777,413.2692,7.83,0.881,3,643745.6284993489
778,413.2692,8.46,0.96,3,126814.43400065103
779,413.2692,16.76,2.501,2,309067.3033854166
780,413.2692,16.91,1.843,2,670582.6783854166
781,413.2858,9.23,0.928,1,101607.60384114583
782,413.2858,9.35,0.813,1,375167.87276204425
783,413.2858,9.65,1.006,2,886188.4451497396
784,413.2858,10.42,0.931,1,113225.5148111979
785,413.2858,10.53,0.906,2,218754.68237304688
786,413.3023,11.56,0.98,1,130089.1993815104
787,413.3023,11.77,0.956,2,584858.662597656
788,413.3023,12.32,0.955,1,130151.2744140625
789,413.3684,16.55,2.635,2,479248.9673258463
790,413.3684,16.7,1.287,1,627245.8839518229
791,413.385,15.5,0.0,1,500474.883219401
792,413.385,15.62,2.349,1,406508.5319010417
793,413.385,15.74,0.0,1,500474.883219401
794,414.3285,11.74,1.241,3,225547.6884765625
795,414.3285,11.89,1.133,3,445114.9567057291
796,414.3285,12.18,0.892,1,276242.2317708333
797,414.3285,14.15,1.2,1,137047.13932291666
798,414.3783,16.52,1.146,2,105913.35611979166
799,415.2577,10.2,1.047,3,111238.1298828125
800,415.2743,9.12,0.972,3,121680.3575846354
801,415.2743,9.63,0.897,3,245427.9542643229
802,415.2743,9.98,0.935,1,121407.47249348958
803,415.2743,10.41,0.893,2,671539.2371826172
804,415.2743,10.94,0.874,1,208295.81233723956
805,415.2909,11.5,0.632,1,197282.0830078125
806,415.2909,11.73,0.985,2,183580.88313802084
807,415.2909,11.86,0.804,3,121672.95084635416
808,415.2909,12.1,0.971,1,122101.4336751302
809,416.3387,12.25,0.0,1,220453.0595703125
810,417.2556,7.51,0.928,1,182112.09847005206
811,417.2556,8.2,0.943,2,117550.10302734375
812,417.2556,8.65,0.946,2,104208.5694986979
813,417.2723,9.9,0.967,2,262085.98417154944
814,417.2723,10.2,0.968,2,203523.55273437497
815,417.2723,10.4,0.834,3,984454.8107910155
816,417.289,11.46,1.055,3,147583.6741536458
817,417.289,11.79,1.004,1,120686.0830078125
818,417.3057,12.89,0.938,2,111777.28434244792
819,417.3057,14.57,1.199,2,178147.55159505206
820,417.3224,13.28,0.0,3,109883.9638671875
821,419.28,10.46,0.948,3,259485.31689453128
822,419.28,10.73,0.871,1,615408.1686197916
823,419.28,11.43,0.929,1,145606.0362548828
824,419.2968,12.51,1.052,3,143159.23323567706
825,420.3211,17.18,0.982,1,2123741.21101888
826,420.3211,17.31,2.449,1,1917091.3649495444
827,420.3211,17.5,2.432,1,1958546.2386067705
828,420.3211,17.62,2.227,3,2111352.1918131514
829,421.2468,7.18,0.999,3,122141.9982096354
830,421.2637,8.86,0.989,1,166618.146484375
831,421.2805,9.88,0.954,1,158609.83577473956
832,421.2805,10.05,1.027,3,298629.1801350911
833,421.2974,10.96,1.098,2,189485.10725911456
834,421.2974,11.12,0.914,2,1273195.522298177
835,421.2974,12.18,0.996,2,189544.98128255206
836,421.3311,17.39,1.072,1,121581.32682291666
837,423.1551,6.26,0.717,3,154710.49951171875
838,423.2567,9.51,2.33,2,316845.9470214844
839,423.2736,8.06,0.865,2,199227.0743815104
840,423.2736,8.25,0.999,2,1079701.0927734375
841,423.2736,9.62,0.838,3,255927.86560058594
842,423.2905,10.11,1.022,1,168668.091796875
843,423.2905,10.36,0.886,2,625495.2885742188
844,423.3075,11.4,0.962,2,1168473.4349772134
845,423.3075,12.34,0.927,1,145845.90291341144
846,423.3075,12.46,0.904,2,137443.52897135416
847,423.3244,12.99,0.991,1,121538.556640625
848,424.1549,5.94,13.57,3,1188746.6634114583
849,424.3246,13.14,0.0,3,116475.11222330728
850,424.3586,14.72,0.0,1,141901.98811848956
851,425.2591,6.24,0.879,2,737071.3774414061
852,425.2591,6.97,0.889,1,220068.7804361979
853,425.2761,7.33,0.847,2,158097.13692220053
854,425.2761,8.22,0.947,3,158938.08825683594
855,425.2932,9.55,1.062,2,1652810.8642578123
856,425.2932,10.82,0.969,2,253582.8839518229
857,425.3102,11.63,0.984,3,131415.01700846353
858,425.3102,11.82,0.923,2,854836.4384765626
859,425.3102,12.6,0.897,3,147437.1630452474
860,425.3102,12.81,0.873,1,368291.3862711588
861,425.3272,13.15,1.135,2,128869.09993489583
862,427.1856,13.63,0.0,2,176116.45015462238
863,427.2711,7.03,1.002,1,1459176.0298665364
864,427.2711,8.46,1.009,3,179058.84989420575
865,427.2711,8.65,0.897,1,120213.40600585938
866,427.2882,9.68,0.937,2,813450.6051839192
867,427.3052,11.5,1.071,2,225962.8341471354
868,427.3052,11.69,0.93,3,774954.0358479817
869,427.3052,12.5,0.983,1,112707.64994303384
870,429.2753,8.86,0.908,1,201094.47721354163
871,429.2753,9.06,0.924,1,405360.44954427076
872,429.2753,9.45,0.891,2,186997.45589192706
873,429.2753,9.63,1.007,3,120432.1720377604
874,429.2925,10.98,0.967,2,1178293.559855143
875,429.2925,12.1,0.858,2,178718.6360677083
876,429.2925,12.53,2.402,2,842116.2932128906
877,429.2925,12.67,1.858,1,921617.7840983073
878,429.2925,12.79,0.976,1,979312.5445963542
879,429.3097,12.92,0.989,2,342469.7444661458
880,430.3757,16.81,2.078,3,227870.72009277344
881,430.3757,16.94,0.0,3,249098.51700846353
882,431.2718,9.05,0.879,3,141655.52506510416
883,431.2718,9.57,0.982,1,106916.03059895833
884,431.289,10.59,0.898,3,196059.4679361979
885,431.289,10.79,0.839,1,269510.6667480469
886,431.289,11.07,0.985,2,952882.3051350911
887,431.289,11.92,0.989,1,166440.82263183594
888,431.3063,12.65,0.948,1,106727.2511393229
889,432.2389,10.14,2.124,3,264996.4249674479
890,432.2735,4.43,6.013,3,573243.4474283854
891,432.2735,4.55,0.0,1,603246.3232421875
892,432.3253,16.67,2.855,2,237017.0576171875
893,433.2948,10.83,0.904,1,355678.70760091144
894,433.2948,11.17,0.909,3,941950.4430338541
895,433.3295,17.43,1.457,2,2173838.217610677
896,433.3295,17.57,4.104,2,2010216.4177246094
897,433.3295,17.73,2.386,3,2057956.8291829426
898,433.3295,17.84,1.579,3,2173838.217610677
899,434.3359,17.48,1.408,3,522259.014078776
900,434.3359,17.63,2.08,2,498024.8864746094
901,434.3359,17.74,1.152,2,522259.014078776
902,435.2925,10.69,0.9,1,191315.0236002604
903,435.2925,15.14,1.904,2,298491.4462890625
904,435.2925,15.26,1.148,3,394449.2197265625
905,435.3099,11.45,0.95,3,164548.92138671875
906,435.3099,11.59,0.869,3,1136520.2305501301
907,435.3273,13.21,0.912,3,304320.1031901042
908,435.3447,14.48,0.93,2,142788.3175455729
909,437.2819,8.48,0.93,2,289293.7037760416
910,437.2819,8.77,0.888,3,402766.93029785156
911,437.2819,9.22,1.032,1,111870.57210286458
912,437.2994,9.95,0.929,1,160435.65653483072
913,437.2994,10.28,0.877,2,411642.14990234375
914,437.2994,10.64,0.955,2,553020.2678222656
915,437.3169,11.45,0.89,3,1127492.5299479167
916,437.3344,13.1,0.989,3,585656.5846354166
917,439.2805,6.27,1.134,3,267166.58203125
918,439.2805,7.33,0.973,1,124815.22819010416
919,439.2805,8.04,1.048,2,155502.7626953125
920,439.2805,8.22,0.889,1,106200.3341471354
921,439.2805,8.81,0.84,3,102579.404296875
922,439.298,9.5,1.025,1,204471.8973388672
923,439.298,9.7,0.898,2,868227.9919026692
924,439.3156,10.76,0.826,1,192796.74841308594
925,439.3156,10.93,0.962,1,100094.36800130208
926,439.3156,11.23,0.973,3,104349.27132161458
927,439.3156,11.37,0.953,1,1379159.249593099
928,439.3332,13.1,0.888,3,203838.91259765625
929,439.3332,13.44,0.92,3,113681.48046874999
930,441.2881,8.13,0.931,1,190974.4581705729
931,441.2881,8.5,0.874,3,210415.40380859375
932,441.2881,8.7,0.829,1,1149176.966471354
933,441.2881,9.69,0.87,2,251002.783976237
934,441.2881,9.9,0.862,3,123426.34842936197
935,441.3234,12.43,0.878,3,115556.6818033854
936,441.3234,12.57,1.089,1,227451.41373697916
937,441.3234,12.83,0.999,1,102481.07080078125
938,441.3234,12.96,0.894,1,131367.5709635417
939,442.3308,8.29,0.77,1,1668661.2341308594
940,442.3308,8.43,2.119,1,1646366.2421875
941,442.3308,8.55,2.232,3,1504742.6669921873
942,442.3308,8.67,2.159,2,1576308.5371093748
943,442.3308,8.81,1.112,3,1668661.2341308594
944,443.2695,7.56,0.887,1,121847.80891927083
945,443.2872,8.86,0.935,3,319460.82975260424
946,443.2872,9.19,0.896,1,131524.6795247396
947,443.2872,9.32,0.92,1,693078.2679036459
948,443.2872,10.02,0.913,1,197193.41455078125
949,443.3227,8.46,0.925,3,212029.9368489583
950,443.3227,13.12,1.012,3,104416.58984375
951,444.3168,13.22,0.651,3,174264.569539388
952,444.3879,16.12,3.439,3,6336271.432779947
953,444.3879,16.48,0.71,3,702618.4371744792
954,444.3879,16.61,0.451,3,760963.591796875
955,444.3879,16.78,0.703,2,171595.98083496094
956,444.3879,16.99,0.839,2,200270.59993489584
957,445.2775,8.68,0.828,2,140531.8009033203
958,445.2775,8.82,1.036,1,354280.95263671875
959,445.2775,9.13,0.937,1,248972.3758138021
960,445.2954,10.43,0.895,2,106554.73697916667
961,445.2954,10.93,0.962,3,270121.49393717444
962,445.2954,11.19,0.935,2,416825.94775390625
963,445.2954,11.61,1.013,1,309265.86246744794
964,445.3132,12.32,1.007,1,100322.82438151042
965,445.3132,12.5,0.894,1,141808.76708984375
966,445.3132,13.22,0.798,2,131413.95654296875
967,445.3844,16.12,3.129,3,620789.2368570963
968,445.3844,16.23,1.927,1,2027489.1579996743
969,445.3844,16.42,1.995,2,1920216.4109700518
970,445.3844,16.54,1.413,1,2062488.3072916665
971,446.3832,16.29,0.0,1,127372.6748046875
972,447.2768,8.4,0.72,1,105017.47530110678
973,447.2768,8.52,1.107,1,311346.39359537757
974,447.2947,10.96,0.888,2,119373.80240885416
975,447.3126,11.73,0.905,2,271114.4322916666
976,447.3126,12.03,0.921,1,337620.7998046875
977,447.3126,12.37,0.954,3,386532.3841959635
978,447.3484,17.69,0.988,3,2052962.2384440103
979,447.3484,17.8,2.775,1,1777890.3577473958
980,447.3484,18.01,2.138,2,1905112.204752604
981,447.3484,18.12,1.851,3,2052962.2384440103
982,448.3516,17.75,0.0,1,495557.82877604157
983,448.3516,17.88,0.0,3,489575.36608886713
984,448.3516,18.0,0.0,2,495557.82877604157
985,449.2851,9.64,0.881,1,133233.84798177084
986,449.2851,9.79,0.96,1,150462.25406901038
987,449.3031,10.58,0.93,3,649845.5587565104
988,449.3031,11.22,0.944,1,184002.91255696613
989,449.321,11.75,0.928,1,285666.6232096354
990,449.321,12.1,1.017,2,734673.0122884114
991,450.3466,16.76,3.332,1,1109261.4661458333
992,450.3466,16.87,3.142,2,1658501.3211263018
993,450.3466,17.05,2.022,2,1682561.2953694658
994,451.3024,9.58,0.93,1,787279.6471354166
995,451.3204,11.36,0.983,3,1131527.3779296873
996,451.3385,12.79,0.812,3,617968.2994791666
997,451.3385,13.34,0.986,3,183206.2273763021
998,451.3385,13.51,0.959,3,139560.63505045572
